id,name,height_m,footprint_wkt,source_dataset
4704b64a-b2bc-4112-85d6-6a65620beae4,,,"POLYGON ((-63.5744918 44.65019, -63.5744627 44.6501978, -63.5743628 44.6502238, -63.5745583 44.650328, -63.5745718 44.6503185, -63.574536 44.6502517, -63.5745262 44.6502543, -63.5744918 44.65019))",OpenStreetMap
3b83f570-a808-451d-b692-8edfc4eec2f3,,,"POLYGON ((-63.5746719 44.6500798, -63.5744464 44.6501407, -63.5744712 44.6501877, -63.5745023 44.6501793, -63.574523 44.6502185, -63.5745132 44.6502211, -63.5745276 44.6502486, -63.5745376 44.6502458, -63.5747319 44.6501934, -63.5746719 44.6500798))",OpenStreetMap
c22442bf-9649-49a5-ae30-f0df5fb97378,,,"POLYGON ((-63.5746719 44.6500798, -63.5746443 44.6500277, -63.5744663 44.650076, -63.574456 44.6500786, -63.5744644 44.6500945, -63.5744271 44.650104, -63.5744464 44.6501407, -63.5746719 44.6500798))",OpenStreetMap
a545c2f3-d3e5-4b7f-8a34-be0c81351f74,,,"POLYGON ((-63.5746135 44.6499686, -63.574435 44.6500165, -63.5744663 44.650076, -63.5746443 44.6500277, -63.5746135 44.6499686))",OpenStreetMap
7c7461e2-67a9-44f0-83a3-0ff242889d76,Barrington Place,9.683143615722656,"POLYGON ((-63.5747873 44.649345, -63.5745478 44.6494047, -63.5749206 44.6501618, -63.5749668 44.6502561, -63.5749924 44.6502497, -63.5750516 44.6503702, -63.575057 44.6503811, -63.5753751 44.6503018, -63.5753428 44.6502364, -63.5753827 44.6502265, -63.5753737 44.6502081, -63.5753636 44.6501877, -63.5753884 44.6501815, -63.5753454 44.6500943, -63.575352 44.6500926, -63.5749763 44.6493297, -63.5749262 44.6493104, -63.5747873 44.649345))",OpenStreetMap
470080ae-9b40-4cb8-98bb-f03b7f0a6511,,,"POLYGON ((-63.5746135 44.6499686, -63.5745882 44.649921, -63.5744194 44.6499663, -63.5744097 44.6499689, -63.574435 44.6500165, -63.5746135 44.6499686))",OpenStreetMap
cc9cb35b-4642-4b72-a916-7f13a697d70d,,,"POLYGON ((-63.5745882 44.649921, -63.5745371 44.6498232, -63.5743681 44.6498691, -63.5744194 44.6499663, -63.5745882 44.649921))",OpenStreetMap
8b19605d-90e6-4cf4-99a7-c621568f8109,,,"POLYGON ((-63.5745443 44.649821, -63.5745169 44.6497692, -63.5743438 44.6498162, -63.5743072 44.6498259, -63.5743345 44.6498779, -63.5743681 44.6498691, -63.5745371 44.6498232, -63.5745443 44.649821))",OpenStreetMap
92ab2e64-6364-4899-ba13-f013561fbb49,,,"POLYGON ((-63.5742464 44.6498206, -63.5742229 44.6497729, -63.5740563 44.6498144, -63.5740798 44.6498621, -63.5742464 44.6498206))",OpenStreetMap
d306446b-66ee-4156-8ffb-0d3740e8e8a5,,,"POLYGON ((-63.5743106 44.6499509, -63.5742464 44.6498206, -63.5740798 44.6498621, -63.574144 44.6499924, -63.5743106 44.6499509))",OpenStreetMap
80c7fe1d-1c3b-489b-9afb-a720cd925059,,,"POLYGON ((-63.5744162 44.6500499, -63.5743651 44.650063, -63.5741899 44.6501082, -63.5742834 44.6501781, -63.5744327 44.6501393, -63.5744113 44.6501007, -63.5744385 44.6500938, -63.5744162 44.6500499))",OpenStreetMap
e64e4f80-4a7e-441b-90f0-6fde7d2b02a2,,,"POLYGON ((-63.5743549 44.6500047, -63.5743303 44.6499564, -63.5741378 44.650006, -63.5741899 44.6501082, -63.5743651 44.650063, -63.5743376 44.6500091, -63.5743549 44.6500047))",OpenStreetMap
8d98e93e-dffe-452a-96d9-f419ca33e763,Morse's Tea Building,,"POLYGON ((-63.5740366 44.6501707, -63.5739546 44.65002, -63.5736779 44.6500963, -63.5737599 44.6502469, -63.5740366 44.6501707))",OpenStreetMap
5644eec7-156c-4393-96ff-bb1ece7c7e74,Waterside Centre,,"POLYGON ((-63.5739546 44.65002, -63.5737423 44.64963, -63.5734656 44.6497062, -63.5736779 44.6500963, -63.5739546 44.65002))",OpenStreetMap
52658072-6ffa-47d4-a447-cb746f103ecd,Collins’ Court,8.045099258422852,"POLYGON ((-63.5731501 44.6503657, -63.5732228 44.6504509, -63.5733025 44.6505446, -63.5735359 44.6504461, -63.5737091 44.6503276, -63.5735814 44.6501797, -63.5731501 44.6503657))",OpenStreetMap
d071d4fe-67d4-447e-b4d5-5de935e7858d,Harbourside Market,10.746194839477539,"POLYGON ((-63.573063 44.6502747, -63.5735229 44.6501031, -63.5734425 44.6500022, -63.573404 44.6500169, -63.5733932 44.650002, -63.5733597 44.6499562, -63.5733452 44.6499616, -63.5732946 44.6498958, -63.5732899 44.6498976, -63.5728966 44.6500446, -63.5729006 44.6500498, -63.5729214 44.650077, -63.5728972 44.6500854, -63.5728838 44.6500678, -63.5728644 44.6500751, -63.5728468 44.6500817, -63.5728601 44.6500999, -63.5728367 44.6501087, -63.5728168 44.6500825, -63.5727985 44.6500578, -63.5722661 44.6502538, -63.5722916 44.6502912, -63.5722659 44.6503015, -63.5722414 44.6503112, -63.5722298 44.6502961, -63.5720306 44.650374, -63.5721806 44.6505658, -63.5723805 44.6504874, -63.5723767 44.6504829, -63.5724118 44.650469, -63.5724843 44.6504411, -63.5725023 44.6504654, -63.5730147 44.650268, -63.5730488 44.6502549, -63.573063 44.6502747))",OpenStreetMap
549b0ef5-9114-49aa-b816-3451c33bf04b,,,"POLYGON ((-63.5732151 44.6496901, -63.5731416 44.6496087, -63.572963 44.6495703, -63.5729205 44.6496007, -63.5724606 44.6492905, -63.5722937 44.649169, -63.5722713 44.6491681, -63.5719751 44.6493001, -63.5721028 44.6494624, -63.5721795 44.6495512, -63.5722718 44.6495126, -63.5725842 44.6498908, -63.5724972 44.6499272, -63.5722247 44.6500412, -63.572164 44.6500664, -63.572241 44.650163, -63.5725759 44.6500246, -63.5728973 44.6498919, -63.5732581 44.6497428, -63.5732151 44.6496901))",OpenStreetMap
6148339f-37e4-427e-beae-640936c0f364,1801 Hollis,86.6,"POLYGON ((-63.5734805 44.6491447, -63.5734673 44.6491195, -63.5734296 44.6491295, -63.5734173 44.6491061, -63.5731756 44.6491702, -63.5731891 44.6491958, -63.5731518 44.6492057, -63.5731654 44.6492316, -63.573127 44.6492418, -63.573233 44.6494441, -63.5732708 44.6494341, -63.5732826 44.6494566, -63.5733187 44.6494471, -63.5733316 44.6494717, -63.5735758 44.649407, -63.5735622 44.649381, -63.5735982 44.6493715, -63.5735847 44.6493458, -63.5736227 44.6493357, -63.5735175 44.6491348, -63.5734805 44.6491447))",OpenStreetMap
ab509bca-5204-4ab2-8c74-1be344600461,,,"POLYGON ((-63.5729613 44.6495257, -63.5723662 44.649118, -63.5722968 44.6491623, -63.5728904 44.6495815, -63.5729613 44.6495257))",OpenStreetMap
6ffb7131-6d24-4446-92f3-71c1e9968e0b,Art Gallery of Nova Scotia,18.757387161254883,"POLYGON ((-63.5731875 44.6484816, -63.5731097 44.6483298, -63.5729417 44.6483726, -63.5729389 44.648367, -63.5727988 44.6484024, -63.5728019 44.6484087, -63.5726604 44.6484445, -63.5726402 44.6484494, -63.5727151 44.6486018, -63.5728787 44.6485631, -63.5728812 44.6485681, -63.5730231 44.6485323, -63.5730191 44.6485242, -63.5731875 44.6484816))",OpenStreetMap
972bdb8b-1471-4557-a51c-cb73778b4c2a,Royal Centre,,"POLYGON ((-63.5737307 44.6491301, -63.5739251 44.6490776, -63.5737762 44.6487986, -63.5738042 44.648791, -63.5737448 44.6486797, -63.5738202 44.6486594, -63.573753 44.6485335, -63.5734552 44.648614, -63.5737307 44.6491301))",OpenStreetMap
d53440ba-7b44-4880-bb9b-af20821be38d,BMO,15.186956405639648,"POLYGON ((-63.5734317 44.6489878, -63.5732855 44.6487048, -63.5729172 44.6488011, -63.5730634 44.6490841, -63.5734317 44.6489878))",OpenStreetMap
784a2c06-4f36-41ce-8c0a-cea688244d89,,,"POLYGON ((-63.5741566 44.6489903, -63.573955 44.6490419, -63.5740393 44.6492087, -63.5741127 44.6491899, -63.5742409 44.6491571, -63.5741566 44.6489903))",OpenStreetMap
56eaaa7e-6638-4f9d-98cd-22197564ee83,,,"POLYGON ((-63.5741566 44.6489903, -63.5740466 44.6487728, -63.5738451 44.6488244, -63.573955 44.6490419, -63.5741566 44.6489903))",OpenStreetMap
51c69e98-83ca-452e-a958-2b08fc28329d,,,"POLYGON ((-63.5740382 44.6487642, -63.5740087 44.6487066, -63.5738834 44.6487391, -63.573899 44.6487695, -63.5738769 44.6487753, -63.5738908 44.6488024, -63.5740382 44.6487642))",OpenStreetMap
7fadfb92-3036-4067-8dbf-5be995cb5569,,,"POLYGON ((-63.5739914 44.6486633, -63.573892 44.6484771, -63.5737442 44.648517, -63.573753 44.6485335, -63.5738202 44.6486594, -63.5738436 44.6487032, -63.5739914 44.6486633))",OpenStreetMap
4bded8f6-04f9-4fca-817b-a4abe9d2b080,TD,,"POLYGON ((-63.5745924 44.6485055, -63.5744947 44.6483145, -63.5741246 44.6484103, -63.5741395 44.6484394, -63.5741046 44.6484485, -63.5741247 44.6484878, -63.5741428 44.6485232, -63.574201 44.6485082, -63.5742337 44.648572, -63.5741486 44.648594, -63.5743019 44.6488938, -63.5747134 44.6487872, -63.574572 44.6485107, -63.5745924 44.6485055))",OpenStreetMap
5bd9d497-2554-4ddf-ae78-7bb9409fb19f,Bank of Commerce Building,,"POLYGON ((-63.5747151 44.6487961, -63.5743026 44.6489008, -63.574443 44.6491807, -63.5746784 44.6491208, -63.5748555 44.6490759, -63.5747692 44.6489039, -63.5747151 44.6487961))",OpenStreetMap
b7df4b21-c630-4994-b28d-e1ae6afa9377,Prenor Trust Building,,"POLYGON ((-63.5742479 44.6491553, -63.5742409 44.6491571, -63.5741127 44.6491899, -63.5741818 44.649334, -63.5741882 44.6493474, -63.5743271 44.6493119, -63.5742479 44.6491553))",OpenStreetMap
840bbbb2-5262-456f-81a5-96778707a036,,,"POLYGON ((-63.5740929 44.6493569, -63.5741818 44.649334, -63.5741127 44.6491899, -63.5740393 44.6492087, -63.5740563 44.6492396, -63.5740348 44.6492444, -63.5740929 44.6493569))",OpenStreetMap
3735d347-0624-4a80-a57f-11e2876196c1,Champlain Building,,"POLYGON ((-63.5740348 44.6492444, -63.5740141 44.6492102, -63.573791 44.6492708, -63.5738652 44.6494241, -63.5740952 44.6493626, -63.5740929 44.6493569, -63.5740348 44.6492444))",OpenStreetMap
76ed3b32-2c63-4702-94ce-c22bf3dc213c,,,"POLYGON ((-63.5743609 44.6494639, -63.5741135 44.6495269, -63.5741648 44.6496288, -63.5744122 44.6495658, -63.5743609 44.6494639))",OpenStreetMap
cf3a2c9d-bac0-4491-859d-d104175340d7,,,"POLYGON ((-63.5739737 44.649679, -63.5741648 44.6496288, -63.5741135 44.6495269, -63.5739225 44.649577, -63.5739737 44.649679))",OpenStreetMap
6c38c7b5-7acb-4f68-bdbc-3e770331655d,,,"POLYGON ((-63.5740232 44.6497773, -63.5742143 44.6497272, -63.5741648 44.6496288, -63.5739737 44.649679, -63.5740232 44.6497773))",OpenStreetMap
e5d837a0-36ed-436c-b4f6-ca5edf637df4,,,"POLYGON ((-63.5742138 44.649733, -63.5740378 44.6497768, -63.5740563 44.6498144, -63.5742229 44.6497729, -63.5742323 44.6497705, -63.5742138 44.649733))",OpenStreetMap
de2aab99-1930-4f86-9afc-e0c025304c28,,,"POLYGON ((-63.5744616 44.6496642, -63.5744122 44.6495658, -63.5741648 44.6496288, -63.5742143 44.6497272, -63.5744616 44.6496642))",OpenStreetMap
ec7dcb53-9d62-4a38-9d91-bb16c6f0ea4b,,,"POLYGON ((-63.5744907 44.6497195, -63.5744666 44.6496736, -63.5742563 44.6497305, -63.5742804 44.6497765, -63.5743176 44.6497665, -63.5744907 44.6497195))",OpenStreetMap
1b501047-bb66-4812-bdf4-410396d66d9d,,,"POLYGON ((-63.5745169 44.6497692, -63.5744907 44.6497195, -63.5743176 44.6497665, -63.5743438 44.6498162, -63.5745169 44.6497692))",OpenStreetMap
0d39abe7-8d0a-4363-81cd-ab393f37c67d,Scotia Square,,"POLYGON ((-63.5757429 44.6501753, -63.5765565 44.6499638, -63.5765487 44.6499485, -63.5765166 44.6498868, -63.576486 44.6498256, -63.5773075 44.6496105, -63.5772976 44.6495911, -63.5769475 44.648888, -63.5765981 44.6489799, -63.5765826 44.6489513, -63.5754217 44.6492456, -63.5754393 44.6492806, -63.5753281 44.649258, -63.5752835 44.64932, -63.5752397 44.6493311, -63.5754033 44.6496586, -63.5755128 44.6498776, -63.5755916 44.6500354, -63.5756656 44.6500167, -63.5757178 44.6501226, -63.5757429 44.6501753))",OpenStreetMap
b378c3e0-9a41-4a51-838a-a7f6365726df,Duke Tower,,"POLYGON ((-63.5757239 44.6492799, -63.5757998 44.6494384, -63.5765449 44.6492579, -63.576469 44.6490994, -63.5757239 44.6492799))",OpenStreetMap
db60a48f-8caf-4cfa-a9cd-d3af603d6875,Halifax City Hall,12.49738883972168,"POLYGON ((-63.5756448 44.6489675, -63.5755367 44.6487517, -63.5754123 44.6487832, -63.5754087 44.6487761, -63.5753303 44.6487959, -63.5753216 44.6487787, -63.5751789 44.6488148, -63.5751876 44.6488321, -63.5751206 44.6488491, -63.5751242 44.6488562, -63.5750049 44.6488865, -63.575113 44.6491023, -63.5756448 44.6489675))",OpenStreetMap
a3cef264-4a81-4d34-84fe-bd6534e0f09e,The Plaza,,"POLYGON ((-63.5774931 44.6487322, -63.5774443 44.6487174, -63.5772668 44.6487613, -63.5772472 44.6487877, -63.5773915 44.6490848, -63.5773419 44.6490973, -63.5775504 44.6495076, -63.5775883 44.6495209, -63.5777633 44.6494742, -63.5777808 44.6494414, -63.5776114 44.6490953, -63.5776668 44.6490801, -63.5776458 44.6490379, -63.5774931 44.6487322))",OpenStreetMap
96aa8b75-3733-459c-b22c-6bf325e8bad9,,19.44374656677246,"POLYGON ((-63.5776668 44.6490801, -63.5776458 44.6490379, -63.5777199 44.649019, -63.5777682 44.6489541, -63.5777065 44.6488206, -63.5776354 44.6488377, -63.5775751 44.648708, -63.5774986 44.6486841, -63.5772626 44.6487414, -63.5772049 44.6488158, -63.5773419 44.6490973, -63.5775504 44.6495076, -63.577559 44.6495242, -63.5775764 44.6495597, -63.5775855 44.6495782, -63.5777723 44.6495301, -63.5778178 44.649518, -63.5778092 44.6494981, -63.5777808 44.6494414, -63.5779788 44.6493921, -63.5779278 44.6492776, -63.577732 44.6492127, -63.5776668 44.6490801))",OpenStreetMap
767eb98a-c253-4c79-8a1d-1bc3ab67c77c,Hotel Halifax,,"POLYGON ((-63.5762026 44.6505153, -63.5762937 44.6506907, -63.5771722 44.6504598, -63.5770812 44.6502844, -63.5762026 44.6505153))",OpenStreetMap
efc27c0c-61a0-45c6-a7ab-d85916c45843,Scotia Square,,"POLYGON ((-63.5765565 44.6499638, -63.5757429 44.6501753, -63.5759515 44.6505814, -63.5761019 44.6505423, -63.5761206 44.6505786, -63.576252 44.6508344, -63.5763279 44.6508146, -63.5763499 44.6508089, -63.5764419 44.650785, -63.5764102 44.6507233, -63.5765883 44.650677, -63.5768628 44.6506056, -63.5769822 44.6505746, -63.5771059 44.6505424, -63.5772096 44.6505154, -63.5772958 44.650493, -63.5773216 44.6505431, -63.5776688 44.6504528, -63.5776478 44.6504118, -63.5777107 44.6503955, -63.5776891 44.6503534, -63.5774641 44.6499156, -63.5773876 44.6497667, -63.5773344 44.6497805, -63.577318 44.6497484, -63.5765487 44.6499485, -63.5765565 44.6499638))",OpenStreetMap
6ddb9c57-e19e-4782-8411-9da155e7483b,Barrington Tower,,"POLYGON ((-63.5762625 44.649688, -63.5755128 44.6498776, -63.5755916 44.6500354, -63.5756656 44.6500167, -63.5763414 44.6498458, -63.5762625 44.649688))",OpenStreetMap
8b96f916-3cb4-4baa-9d40-e1746ad05da6,Hotel Halifax - Entrance & Reception,,"POLYGON ((-63.5768075 44.6507997, -63.5768319 44.6507674, -63.5768947 44.6507943, -63.5769714 44.650773, -63.5768628 44.6506056, -63.5765883 44.650677, -63.5766984 44.6507251, -63.576678 44.6507537, -63.5766491 44.6507921, -63.5767788 44.6508386, -63.5768075 44.6507997))",OpenStreetMap
e7039a43-95cc-44d4-b93d-0208a132776d,,,"POLYGON ((-63.5770807 44.6507458, -63.5769822 44.6505746, -63.5768628 44.6506056, -63.5769714 44.650773, -63.5770807 44.6507458))",OpenStreetMap
bec4af20-98ec-44ab-a578-5b65599868dc,,,"POLYGON ((-63.5771059 44.6505424, -63.5771935 44.6507172, -63.5772975 44.6506908, -63.5772096 44.6505154, -63.5771059 44.6505424))",OpenStreetMap
fa448404-f43f-407a-a1b9-c1013e8962dc,Cogswell Tower,,"POLYGON ((-63.5769715 44.6508227, -63.5771389 44.6511507, -63.5776058 44.6510301, -63.5774384 44.6507021, -63.5769715 44.6508227))",OpenStreetMap
b970a9c3-44b9-4f8a-986a-408a9a109760,,11.338377952575684,"POLYGON ((-63.5778537 44.6506868, -63.5777929 44.6505651, -63.5773448 44.6506788, -63.5772975 44.6506908, -63.5771935 44.6507172, -63.5770807 44.6507458, -63.5769714 44.650773, -63.5768947 44.6507943, -63.5770349 44.6510778, -63.5770805 44.651169, -63.5771723 44.6513479, -63.5779876 44.6511421, -63.5780705 44.6511208, -63.5780237 44.6510272, -63.5778537 44.6506868))",OpenStreetMap
37efe342-b730-4ea3-9b13-a4c10dc0fccc,Purdy's Landing,16.161136627197266,"POLYGON ((-63.5746167 44.6511545, -63.5745159 44.651079, -63.574147 44.651348, -63.5743614 44.6514927, -63.574365 44.6514951, -63.5745122 44.6514978, -63.5747227 44.6513427, -63.5747246 44.6512274, -63.5746167 44.6511545))",OpenStreetMap
52f7896b-e6d3-4016-9dad-2d0c8c622a09,,,"POLYGON ((-63.5826867 44.6519208, -63.5827536 44.6519673, -63.582938 44.6518332, -63.5828711 44.6517866, -63.5826867 44.6519208))",OpenStreetMap
be25ea13-9f3d-4ab2-8234-133e886e0b0c,,,"POLYGON ((-63.5823761 44.6514601, -63.5822722 44.6514052, -63.5820292 44.6515867, -63.5821222 44.6516498, -63.5821954 44.6515951, -63.5823761 44.6514601))",OpenStreetMap
d02e4e83-b959-4ab9-83c8-3c0eeb60c529,,,"POLYGON ((-63.5824525 44.6515119, -63.5823761 44.6514601, -63.5821954 44.6515951, -63.5822718 44.6516469, -63.5822978 44.6516275, -63.5824525 44.6515119))",OpenStreetMap
8b6dd1d3-e073-4558-8c07-0a9e3c8bc2f9,,,"POLYGON ((-63.5825413 44.6515721, -63.5824525 44.6515119, -63.5822978 44.6516275, -63.5823866 44.6516876, -63.5825413 44.6515721))",OpenStreetMap
ff97a76c-4630-40a7-ac79-1ddeb5e83ff2,,,"POLYGON ((-63.5825363 44.6517805, -63.5825436 44.6517752, -63.5825592 44.6517861, -63.5825925 44.6517618, -63.582699 44.6516844, -63.5827069 44.6516786, -63.5826185 44.6516172, -63.5824635 44.6517299, -63.5825363 44.6517805))",OpenStreetMap
52d601df-5fe9-47be-bc25-6ed4bd48a860,,,"POLYGON ((-63.5826867 44.6519208, -63.5828711 44.6517866, -63.5827674 44.6517145, -63.5827552 44.6517234, -63.582699 44.6516844, -63.5825925 44.6517618, -63.5826174 44.6517791, -63.5825439 44.6518327, -63.5825649 44.6518473, -63.5824845 44.6519057, -63.5825985 44.651985, -63.5826867 44.6519208))",OpenStreetMap
40e4503e-03ec-4781-96af-f31f0eb1319b,,12.48267936706543,"POLYGON ((-63.5830081 44.6516719, -63.5830101 44.6516709, -63.5830441 44.6516949, -63.5830951 44.6516569, -63.5831101 44.6516669, -63.5833211 44.6515099, -63.5832251 44.6514439, -63.5830881 44.6514989, -63.5830501 44.6514729, -63.5829861 44.6513879, -63.5829281 44.6514119, -63.5829041 44.6513819, -63.5828751 44.6513929, -63.5828671 44.6513879, -63.5828431 44.6514069, -63.5828351 44.6514019, -63.5827971 44.6514179, -63.5827941 44.6514159, -63.5827891 44.6514159, -63.5827971 44.6514219, -63.5827761 44.6514369, -63.5827701 44.6514319, -63.5827621 44.6514389, -63.5827541 44.6514459, -63.5827491 44.6514539, -63.5827461 44.6514599, -63.5827451 44.6514649, -63.5827441 44.6514679, -63.5827441 44.6514709, -63.5827431 44.6514719, -63.5827441 44.6514769, -63.5827451 44.6514839, -63.5827481 44.6514889, -63.5827521 44.6514939, -63.5827571 44.6514999, -63.5827621 44.6515039, -63.5827611 44.6515039, -63.5827641 44.6515079, -63.5827671 44.6515059, -63.5828091 44.6515349, -63.5828071 44.6515369, -63.5828121 44.6515399, -63.5828141 44.6515379, -63.5828611 44.6515699, -63.5828591 44.6515709, -63.5828661 44.6515769, -63.5828691 44.6515749, -63.5829141 44.6516049, -63.5829111 44.6516069, -63.5829181 44.6516119, -63.5829201 44.6516099, -63.5829481 44.6516299, -63.5829461 44.6516319, -63.5829511 44.6516359, -63.5829541 44.6516329, -63.5830021 44.6516659, -63.5830011 44.6516669, -63.5830081 44.6516719))",OpenStreetMap
fd821e6e-6fde-4b32-8504-8460aae2f24b,,,"POLYGON ((-63.583256 44.6512172, -63.583315 44.6512942, -63.583317 44.6512992, -63.583395 44.6512682, -63.583331 44.6511872, -63.583256 44.6512172))",OpenStreetMap
312aaa05-4571-49ef-ab4d-eef19ea931ef,,,"POLYGON ((-63.5828922 44.6511387, -63.5828205 44.6511674, -63.582881 44.6512419, -63.5829522 44.6512127, -63.5828922 44.6511387))",OpenStreetMap
